"Marché_National_Produit";"Catégorie_Produit";"Type_Produit";"Code_Référence";"Date_Dernière_Mise_A_Jour_Du_Dossier";"Nom_Marque_Produit";"Nom_Sous-type_Marque_Produit";"Filtre_Produit";"Unités_Conditionnement_Produit";"Type_Conditionnement_Produit";"Type_Numéro_Produit";"Numéro_Produit";"Date_Notification";"Date_Lancement_Produit";"Longueur_Produit";"Diamètre_Produit";"Poids_Produit";"Poids_Tabac_Produit";"Longueur_Filtre_Produit";"Ventilation_Filtre_Cigarette";"Baisse_Pression_Filtre_Cigarette_Fermé";"Baisse_Pression_Filtre_Cigarette_Ouvert";"Émission_Goudron";"Émission_Nicotine";"Émission_CO"
"FR";"Produit du tabac";"Cigarette";"1637 ORIGINE [4A27B949A67924C5]";30/3/2020 11:27:00;"1637";"Origine";"filtre";20.00;"Boîte à couvercle supérieur rabattable, bord droit";"EAN";"3258170830010";5/9/2019 08:14:38;9/9/2019 00:00:00;84.00;7.83;830.00;580.00;27.00;15.00;135.00;120.00;8.23;0.56;9.92
"FR";"Produit du tabac";"Cigarette";"ALLUVE TABAC [1367F5A992C53FEB]";17/2/2020 13:35:00;"Alluvé";"tabac";"filtre";40.00;"Boîte à couvercle supérieur rabattable, bord droit";"GTIN";"00000042400301";19/11/2016 22:51:53;28/8/2019 00:00:00;100.00;5.40;580.00;420.00;30.00;30.00;210.00;140.00;6.00;0.70;5.00
"FR";"Produit du tabac";"Cigarette";"ALLUVE WHITE [A054873D961B1747]";17/2/2020 13:45:00;"Alluvé";"white";"filtre";40.00;"Boîte à couvercle supérieur rabattable, bord droit";"GTIN";"00000042400295";19/11/2016 22:51:54;29/8/2019 00:00:00;100.00;5.40;560.00;400.00;30.00;65.00;270.00;120.00;3.00;0.30;2.00
"FR";"Produit du tabac";"Cigarette";"AMERICAN SPIRIT BLUE  [503D224D76C2C4B9]";3/4/2020 13:31:00;"American Spirit Blue";;"filtre";20.00;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"14437411";23/7/2018 12:01:07;3/4/2020 00:00:00;83.00;7.79;994.00;780.00;21.00;47.00;165.00;110.00;9.00;0.90;8.00
"FR";"Produit du tabac";"Cigarette";"AMERICAN SPIRIT BLUE  [7C31D33B3945D4AF]";3/4/2020 13:31:00;"American Spirit Blue";;"filtre";20.00;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"14245588";23/7/2018 12:01:07;24/7/2018 00:00:00;83.00;7.79;994.00;780.00;21.00;47.00;165.00;110.00;9.00;0.90;8.00
"FR";"Produit du tabac";"Cigarette";"AMERICAN SPIRIT BLUE  [829605CA13B9DF30]";25/3/2020 12:56:00;"American Spirit Blue";;"filtre";20.00;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"13894486";1/2/2017 08:24:18;10/1/2017 00:00:00;84.00;7.80;1005.00;790.00;21.00;40.00;165.00;120.00;9.00;1.00;9.00
"FR";"Produit du tabac";"Cigarette";"AMERICAN SPIRIT BLUE  [CAA751F7538E762D]";25/3/2020 12:57:00;"American Spirit Blue";;"filtre";20.00;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"14173876";5/4/2018 18:08:51;6/4/2018 00:00:00;84.00;7.80;1005.00;790.00;21.00;40.00;165.00;120.00;9.00;1.00;9.00
"FR";"Produit du tabac";"Cigarette";"AMERICAN SPIRIT YELLOW  [12D38CF7D3724FA3]";3/4/2020 13:32:00;"American Spirit Yellow";;"filtre";20.00;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"14437408";20/7/2018 10:56:27;3/4/2020 00:00:00;83.00;7.79;942.00;690.00;27.00;60.00;165.00;95.00;5.00;0.50;5.00
"FR";"Produit du tabac";"Cigarette";"AMERICAN SPIRIT YELLOW  [4A6A80E33023DB46]";25/3/2020 12:56:00;"American Spirit Yellow";;"filtre";20.00;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"13894306";1/2/2017 08:24:09;10/1/2017 00:00:00;84.00;7.80;953.00;700.00;27.00;54.00;165.00;100.00;5.00;0.60;6.00
"FR";"Produit du tabac";"Cigarette";"AMERICAN SPIRIT YELLOW  [6A56344FDF809F84]";3/4/2020 13:32:00;"American Spirit Yellow";;"filtre";20.00;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"14245579";20/7/2018 10:56:27;21/7/2018 00:00:00;83.00;7.79;942.00;690.00;27.00;60.00;165.00;95.00;5.00;0.50;5.00
"FR";"Produit du tabac";"Cigarette";"AMERICAN SPIRIT YELLOW  [D2FAEFB2467CEECA]";25/3/2020 12:54:00;"American Spirit Yellow";;"filtre";20.00;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"14004211";24/5/2017 13:59:58;25/5/2017 00:00:00;84.00;7.80;953.00;700.00;27.00;54.00;165.00;100.00;5.00;0.60;6.00
"FR";"Produit du tabac";"Cigarette";"AUSTIN +  [22022E9640041D5F]";17/9/2020 15:56:00;"AUSTIN +";;"filtre";20.00;"Boîte à couvercle supérieur rabattable, bord droit";"-";"50051874";24/2/2020 15:42:58;1/4/2020 00:00:00;83.00;7.85;1004.00;684.00;27.00;35.00;105.00;85.00;9.00;0.70;8.00
"FR";"Produit du tabac";"Cigarette";"B&H GOLD  [9342514C89C5FB29]";25/3/2020 12:56:00;"B&H Gold";;"filtre";20.00;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"13895644";8/12/2016 16:52:17;13/1/2017 00:00:00;84.00;7.80;891.00;690.00;21.00;28.00;125.00;95.00;10.00;0.90;10.00
"FR";"Produit du tabac";"Cigarette";"B&H GOLD 100'S  [6F2A12EC70A015D5]";25/3/2020 13:33:00;"B&H Gold 100's";;"filtre";20.00;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"13898233";22/12/2016 12:15:06;22/12/2016 00:00:00;99.00;7.80;1018.00;780.00;25.00;32.00;130.00;100.00;10.00;0.90;10.00
"FR";"Produit du tabac";"Cigarette";"B&H RED 100'S  [81B0CF90AC74B351]";25/3/2020 12:56:00;"B&H Red 100's";;"filtre";20.00;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"13895803";22/12/2016 12:15:05;22/12/2016 00:00:00;100.00;7.80;949.00;700.00;27.00;35.00;115.00;85.00;10.00;0.80;10.00
"FR";"Produit du tabac";"Cigarette";"B&H SILVER 20  [960AE6D97ED57CEE]";27/3/2020 08:05:00;"B&H Silver 20";;"filtre";20.00;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"13894465";2/2/2017 14:41:29;3/2/2017 00:00:00;84.00;7.80;904.00;690.00;21.00;50.00;135.00;90.00;6.00;0.60;6.00
"FR";"Produit du tabac";"Cigarette";"B5 MELEGANEZ DU CIGARETTES [2446BAB45D80B9A8]";12/8/2020 14:48:00;"B5";"Meleganez Du Cigarettes";"filtre";20.00;"Boîte à couvercle supérieur rabattable, bord droit";"EAN";"3701176600014";27/9/2017 13:48:31;16/10/2017 00:00:00;84.00;7.90;984.00;704.00;25.00;19.00;125.00;98.00;10.00;0.80;10.00
"FR";"Produit du tabac";"Cigarette";"BASTOS ROUGE [05C668EEAEA49413]";20/8/2020 17:01:00;"Bastos Rouge";"Bastos Rouge";"filtre";20.00;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"55294";21/11/2018 16:40:46;13/8/2020 00:00:00;83.00;7.80;809.00;569.00;21.00;29.00;106.00;78.00;10.00;0.80;10.00
"FR";"Produit du tabac";"Cigarette";"BASTOS ROUGE [09CC721AA730C952]";11/8/2020 16:26:00;"Bastos Rouge";"Bastos Rouge";"filtre";25.00;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"48958";5/2/2018 13:03:16;8/1/2016 00:00:00;83.00;7.80;835.00;596.00;21.00;22.00;106.00;87.00;10.00;0.80;10.00
"FR";"Produit du tabac";"Cigarette";"BASTOS ROUGE [13A8060D94EF6A6D]";20/8/2020 17:01:00;"Bastos Rouge";"Bastos Rouge";"filtre";25.00;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"55293";21/11/2018 16:40:46;21/4/2020 00:00:00;83.00;7.80;809.00;569.00;21.00;29.00;106.00;78.00;10.00;0.80;10.00
"FR";"Produit du tabac";"Cigarette";"BASTOS ROUGE [16E83B10790007A9]";20/8/2020 17:01:00;"Bastos Rouge";"Bastos Rouge";"filtre";20.00;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"55294";21/11/2018 16:40:46;21/4/2020 00:00:00;83.00;7.80;809.00;569.00;21.00;29.00;106.00;78.00;10.00;0.80;10.00
"FR";"Produit du tabac";"Cigarette";"BASTOS ROUGE [215425F0ECA30A72]";21/8/2020 14:50:00;"Bastos Rouge";"Bastos Rouge";"filtre";25.00;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"55293";13/5/2019 14:24:32;13/3/2020 00:00:00;83.00;7.80;809.00;576.00;21.00;23.00;101.00;75.00;10.00;0.80;10.00
"FR";"Produit du tabac";"Cigarette";"BASTOS ROUGE [27A563403D3A576F]";20/8/2020 17:01:00;"Bastos Rouge";"Bastos Rouge";"filtre";20.00;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"55294";21/11/2018 16:40:46;21/4/2020 00:00:00;83.00;7.80;809.00;569.00;21.00;29.00;106.00;78.00;10.00;0.80;10.00
"FR";"Produit du tabac";"Cigarette";"BASTOS ROUGE [3832B71759DA6322]";20/8/2020 17:01:00;"Bastos Rouge";"Bastos Rouge";"filtre";20.00;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"55294";21/11/2018 16:40:46;13/8/2020 00:00:00;83.00;7.80;809.00;569.00;21.00;29.00;106.00;78.00;10.00;0.80;10.00
"FR";"Produit du tabac";"Cigarette";"BASTOS ROUGE [41739AC72B33DA9F]";21/8/2020 14:50:00;"Bastos Rouge";"Bastos Rouge";"filtre";20.00;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"55294";13/5/2019 14:24:32;17/9/2019 00:00:00;83.00;7.80;809.00;576.00;21.00;23.00;101.00;75.00;10.00;0.80;10.00
"FR";"Produit du tabac";"Cigarette";"BASTOS ROUGE [48D19A117576858D]";11/8/2020 16:26:00;"Bastos Rouge";"Bastos Rouge";"filtre";20.00;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"3228";5/2/2018 13:03:16;14/5/2014 00:00:00;83.00;7.80;835.00;596.00;21.00;22.00;106.00;87.00;10.00;0.80;10.00
"FR";"Produit du tabac";"Cigarette";"BASTOS ROUGE [49098C42D79D233E]";20/8/2020 17:01:00;"Bastos Rouge";"Bastos Rouge";"filtre";20.00;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"55294";21/11/2018 16:40:46;21/4/2020 00:00:00;83.00;7.80;809.00;569.00;21.00;29.00;106.00;78.00;10.00;0.80;10.00
"FR";"Produit du tabac";"Cigarette";"BASTOS ROUGE [50BDF6F7663194AC]";8/9/2020 11:56:00;"Bastos Rouge";"Bastos Rouge";"filtre";20.00;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"55294";24/9/2019 12:30:48;8/9/2020 00:00:00;83.00;7.80;809.00;576.00;21.00;23.00;101.00;75.00;10.00;0.80;10.00
"FR";"Produit du tabac";"Cigarette";"BASTOS ROUGE [593DF8B3461331BF]";20/8/2020 17:01:00;"Bastos Rouge";"Bastos Rouge";"filtre";25.00;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"55293";21/11/2018 16:40:46;21/4/2020 00:00:00;83.00;7.80;809.00;569.00;21.00;29.00;106.00;78.00;10.00;0.80;10.00
"FR";"Produit du tabac";"Cigarette";"BASTOS ROUGE [5A8910519BF1AD0D]";8/9/2020 11:56:00;"Bastos Rouge";"Bastos Rouge";"filtre";20.00;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"55294";24/9/2019 12:30:48;1/6/2020 00:00:00;83.00;7.80;809.00;576.00;21.00;23.00;101.00;75.00;10.00;0.80;10.00
"FR";"Produit du tabac";"Cigarette";"BASTOS ROUGE [6B8CBB3B7EC23485]";8/9/2020 11:56:00;"Bastos Rouge";"Bastos Rouge";"filtre";20.00;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"55294";24/9/2019 12:30:48;17/9/2019 00:00:00;83.00;7.80;809.00;576.00;21.00;23.00;101.00;75.00;10.00;0.80;10.00
"FR";"Produit du tabac";"Cigarette";"BASTOS ROUGE [974956E56712CFCC]";20/8/2020 17:01:00;"Bastos Rouge";"Bastos Rouge";"filtre";20.00;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"55294";21/11/2018 16:40:46;21/4/2020 00:00:00;83.00;7.80;809.00;569.00;21.00;29.00;106.00;78.00;10.00;0.80;10.00
"FR";"Produit du tabac";"Cigarette";"BASTOS ROUGE [9B7EB29ACE2F0881]";20/8/2020 17:01:00;"Bastos Rouge";"Bastos Rouge";"filtre";25.00;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"55293";21/11/2018 16:40:46;29/5/2020 00:00:00;83.00;7.80;809.00;569.00;21.00;29.00;106.00;78.00;10.00;0.80;10.00
"FR";"Produit du tabac";"Cigarette";"BASTOS ROUGE [A023185B4F9B6545]";20/8/2020 17:01:00;"Bastos Rouge";"Bastos Rouge";"filtre";25.00;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"55293";21/11/2018 16:40:46;23/7/2020 00:00:00;83.00;7.80;809.00;569.00;21.00;29.00;106.00;78.00;10.00;0.80;10.00
"FR";"Produit du tabac";"Cigarette";"BASTOS ROUGE [A21098EA08EEC401]";21/8/2020 14:50:00;"Bastos Rouge";"Bastos Rouge";"filtre";20.00;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"55294";13/5/2019 14:24:32;7/10/2019 00:00:00;83.00;7.80;809.00;576.00;21.00;23.00;101.00;75.00;10.00;0.80;10.00
"FR";"Produit du tabac";"Cigarette";"BASTOS ROUGE [A578EBD1DE1A9A5F]";8/9/2020 11:56:00;"Bastos Rouge";"Bastos Rouge";"filtre";25.00;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"55293";24/9/2019 12:30:48;13/3/2020 00:00:00;83.00;7.80;809.00;576.00;21.00;23.00;101.00;75.00;10.00;0.80;10.00
"FR";"Produit du tabac";"Cigarette";"BASTOS ROUGE [AD60616AAFA05115]";20/8/2020 17:01:00;"Bastos Rouge";"Bastos Rouge";"filtre";20.00;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"55294";21/11/2018 16:40:46;21/4/2020 00:00:00;83.00;7.80;809.00;569.00;21.00;29.00;106.00;78.00;10.00;0.80;10.00
"FR";"Produit du tabac";"Cigarette";"BASTOS ROUGE [BCA06D0F2E5122B5]";21/8/2020 14:50:00;"Bastos Rouge";"Bastos Rouge";"filtre";20.00;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"55294";13/5/2019 14:24:32;1/6/2020 00:00:00;83.00;7.80;809.00;576.00;21.00;23.00;101.00;75.00;10.00;0.80;10.00
"FR";"Produit du tabac";"Cigarette";"BASTOS ROUGE [BD7D63AEB774799C]";20/8/2020 17:01:00;"Bastos Rouge";"Bastos Rouge";"filtre";25.00;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"55293";21/11/2018 16:40:46;23/7/2020 00:00:00;83.00;7.80;809.00;569.00;21.00;29.00;106.00;78.00;10.00;0.80;10.00
"FR";"Produit du tabac";"Cigarette";"BASTOS ROUGE [C3FB42C13A112464]";8/9/2020 11:56:00;"Bastos Rouge";"Bastos Rouge";"filtre";25.00;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"55293";24/9/2019 12:30:48;14/8/2020 00:00:00;83.00;7.80;809.00;576.00;21.00;23.00;101.00;75.00;10.00;0.80;10.00
"FR";"Produit du tabac";"Cigarette";"BASTOS ROUGE [ED0BDC835EE63979]";21/8/2020 14:50:00;"Bastos Rouge";"Bastos Rouge";"filtre";25.00;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"55293";13/5/2019 14:24:32;14/8/2020 00:00:00;83.00;7.80;809.00;576.00;21.00;23.00;101.00;75.00;10.00;0.80;10.00
"FR";"Produit du tabac";"Cigarette";"BASTOS ROUGE [F4FE7E9D2E94CFD6]";8/9/2020 11:56:00;"Bastos Rouge";"Bastos Rouge";"filtre";20.00;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"55294";24/9/2019 12:30:48;7/10/2019 00:00:00;83.00;7.80;809.00;576.00;21.00;23.00;101.00;75.00;10.00;0.80;10.00
"FR";"Produit du tabac";"Cigarette";"BENSON & HEDGES GLD  [39E83122E404098A]";25/3/2020 13:34:00;"Benson & Hedges Gld";;"filtre";20.00;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"13959922";17/2/2017 18:51:06;18/2/2017 00:00:00;84.00;7.79;891.00;690.00;21.00;28.00;125.00;95.00;10.00;0.90;10.00
"FR";"Produit du tabac";"Cigarette";"BENSON & HEDGES GLD  [B471FA25F047FB22]";25/3/2020 13:33:00;"Benson & Hedges Gld";;"filtre";20.00;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"13959085";14/2/2017 14:22:56;15/2/2017 00:00:00;99.00;7.79;1018.00;780.00;25.00;32.00;130.00;100.00;10.00;0.90;10.00
"FR";"Produit du tabac";"Cigarette";"BENSON & HEDGES GLD  [F21819F7298EF43E]";25/3/2020 12:56:00;"Benson & Hedges Gld";;"filtre";30.00;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"13959928";17/2/2017 11:51:12;18/2/2017 00:00:00;84.00;7.79;891.00;690.00;21.00;28.00;125.00;95.00;10.00;0.90;10.00
"FR";"Produit du tabac";"Cigarette";"BENSON & HEDGES GOLD  [1EDFCDF29D2EF69D]";25/3/2020 13:34:00;"Benson & Hedges Gold";;"filtre";20.00;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"13959925";27/11/2018 09:50:52;28/11/2018 00:00:00;84.00;7.79;891.00;690.00;21.00;28.00;125.00;95.00;10.00;0.90;10.00
"FR";"Produit du tabac";"Cigarette";"BENSON & HEDGES GOLD  [1F31EB3B77678C47]";20/4/2020 13:13:00;"Benson & Hedges Gold";;"filtre";20.00;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"14186245";28/5/2018 17:24:49;29/5/2018 00:00:00;83.00;7.79;880.00;680.00;21.00;28.00;125.00;95.00;10.00;0.90;10.00
"FR";"Produit du tabac";"Cigarette";"BENSON & HEDGES GOLD  [4A2C319E1860F265]";13/8/2020 10:34:00;"Benson & Hedges Gold";;"filtre";20.00;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"14216209";28/5/2018 17:24:16;5/1/2019 00:00:00;83.00;7.80;880.00;680.00;21.00;28.00;125.00;95.00;10.00;0.90;10.00
"FR";"Produit du tabac";"Cigarette";"BENSON & HEDGES GOLD  [53C9AB0B3D22AE4B]";13/8/2020 10:34:00;"Benson & Hedges Gold";;"filtre";20.00;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"14186242";28/5/2018 17:24:16;29/5/2018 00:00:00;83.00;7.80;880.00;680.00;21.00;28.00;125.00;95.00;10.00;0.90;10.00
"FR";"Produit du tabac";"Cigarette";"BENSON & HEDGES GOLD  [5CB25F0AC9A5EB40]";13/8/2020 10:34:00;"Benson & Hedges Gold";;"filtre";20.00;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"14186245";28/5/2018 17:24:16;29/5/2018 00:00:00;83.00;7.80;880.00;680.00;21.00;28.00;125.00;95.00;10.00;0.90;10.00
"FR";"Produit du tabac";"Cigarette";"BENSON & HEDGES GOLD  [60456ECA7C796E32]";15/9/2020 14:18:00;"Benson & Hedges Gold";;"filtre";20.00;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"14439709";2/1/2020 17:01:20;3/1/2020 00:00:00;83.00;7.79;880.00;680.00;21.00;28.00;125.00;95.00;10.00;0.90;10.00
"FR";"Produit du tabac";"Cigarette";"BENSON & HEDGES GOLD  [66A81BD41F919DB0]";13/8/2020 10:34:00;"Benson & Hedges Gold";;"filtre";20.00;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"14186242";28/5/2018 17:24:49;29/5/2018 00:00:00;83.00;7.80;880.00;680.00;21.00;28.00;125.00;95.00;10.00;0.90;10.00
"FR";"Produit du tabac";"Cigarette";"BENSON & HEDGES GOLD  [734C3ADC96A1F602]";20/4/2020 13:13:00;"Benson & Hedges Gold";;"filtre";20.00;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"14186242";28/5/2018 17:24:49;29/5/2018 00:00:00;83.00;7.79;880.00;680.00;21.00;28.00;125.00;95.00;10.00;0.90;10.00
"FR";"Produit du tabac";"Cigarette";"BENSON & HEDGES GOLD  [780C4B50F826880C]";25/3/2020 12:52:00;"Benson & Hedges Gold";;"filtre";20.00;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"14478190";29/11/2019 17:14:49;30/11/2019 00:00:00;83.00;7.79;890.00;690.00;21.00;28.00;125.00;95.00;10.00;0.90;10.00
"FR";"Produit du tabac";"Cigarette";"BENSON & HEDGES GOLD  [7C49F3C13334A458]";20/4/2020 13:13:00;"Benson & Hedges Gold";;"filtre";30.00;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"14293861";28/5/2018 17:24:49;17/11/2018 00:00:00;83.00;7.79;880.00;680.00;21.00;28.00;125.00;95.00;10.00;0.90;10.00
"FR";"Produit du tabac";"Cigarette";"BENSON & HEDGES GOLD  [87AB288F782C123B]";13/8/2020 10:34:00;"Benson & Hedges Gold";;"filtre";20.00;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"14186281";28/5/2018 17:24:16;29/5/2018 00:00:00;83.00;7.80;880.00;680.00;21.00;28.00;125.00;95.00;10.00;0.90;10.00
"FR";"Produit du tabac";"Cigarette";"BENSON & HEDGES GOLD  [8C51A201E7A12141]";13/8/2020 10:34:00;"Benson & Hedges Gold";;"filtre";20.00;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"14186290";28/5/2018 17:24:16;29/5/2018 00:00:00;83.00;7.80;880.00;680.00;21.00;28.00;125.00;95.00;10.00;0.90;10.00
"FR";"Produit du tabac";"Cigarette";"BENSON & HEDGES GOLD  [9AD7E4C1948E48E7]";13/8/2020 10:36:00;"Benson & Hedges Gold";;"filtre";20.00;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"13959925";27/11/2018 14:17:22;28/11/2018 00:00:00;84.00;7.79;891.00;690.00;21.00;28.00;125.00;95.00;10.00;0.90;10.00
"FR";"Produit du tabac";"Cigarette";"BENSON & HEDGES GOLD  [9B7AE57BC9A89848]";20/4/2020 13:13:00;"Benson & Hedges Gold";;"filtre";20.00;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"14216209";28/5/2018 17:24:49;12/7/2018 00:00:00;83.00;7.79;880.00;680.00;21.00;28.00;125.00;95.00;10.00;0.90;10.00
"FR";"Produit du tabac";"Cigarette";"BENSON & HEDGES GOLD  [9D96A56469C866A9]";17/2/2020 11:38:00;"Benson & Hedges Gold";;"filtre";20.00;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"14587351";17/2/2020 11:38:05;18/2/2020 00:00:00;83.00;7.79;881.00;680.00;21.00;34.00;120.00;90.00;10.00;0.90;10.00
"FR";"Produit du tabac";"Cigarette";"BENSON & HEDGES GOLD  [B905DFE4046F168D]";13/8/2020 10:34:00;"Benson & Hedges Gold";;"filtre";20.00;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"14186242";28/5/2018 17:24:16;29/5/2018 00:00:00;83.00;7.80;880.00;680.00;21.00;28.00;125.00;95.00;10.00;0.90;10.00
"FR";"Produit du tabac";"Cigarette";"BENSON & HEDGES GOLD  [CFB95C474835ADE0]";13/8/2020 10:34:00;"Benson & Hedges Gold";;"filtre";20.00;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"14186245";28/5/2018 17:24:16;29/5/2018 00:00:00;83.00;7.80;880.00;680.00;21.00;28.00;125.00;95.00;10.00;0.90;10.00
"FR";"Produit du tabac";"Cigarette";"BENSON & HEDGES GOLD  [D8949CDCCA02F4DB]";25/3/2020 13:34:00;"Benson & Hedges Gold";;"filtre";20.00;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"14179507";17/2/2017 18:51:06;12/4/2018 00:00:00;84.00;7.79;891.00;690.00;21.00;28.00;125.00;95.00;10.00;0.90;10.00
"FR";"Produit du tabac";"Cigarette";"BENSON & HEDGES GOLD  [E3666C5E62659E26]";25/3/2020 13:34:00;"Benson & Hedges Gold";;"filtre";20.00;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"14176618";17/2/2017 18:51:06;12/4/2018 00:00:00;84.00;7.79;891.00;690.00;21.00;28.00;125.00;95.00;10.00;0.90;10.00
"FR";"Produit du tabac";"Cigarette";"BENSON & HEDGES GOLD  [E37037D3D64B20DB]";25/3/2020 12:56:00;"Benson & Hedges Gold";;"filtre";30.00;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"14176627";17/2/2017 11:51:12;17/4/2018 00:00:00;84.00;7.79;891.00;690.00;21.00;28.00;125.00;95.00;10.00;0.90;10.00
"FR";"Produit du tabac";"Cigarette";"BENSON & HEDGES GOLD  [EFF4189E9391FEE3]";13/8/2020 10:34:00;"Benson & Hedges Gold";;"filtre";20.00;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"14186245";28/5/2018 17:24:49;29/5/2018 00:00:00;83.00;7.80;880.00;680.00;21.00;28.00;125.00;95.00;10.00;0.90;10.00
"FR";"Produit du tabac";"Cigarette";"BENSON & HEDGES GOLD  [F52AB3DE02B74846]";13/8/2020 10:36:00;"Benson & Hedges Gold";;"filtre";20.00;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"13959925";27/11/2018 09:52:29;28/11/2018 00:00:00;84.00;7.79;891.00;690.00;21.00;28.00;125.00;95.00;10.00;0.90;10.00
"FR";"Produit du tabac";"Cigarette";"BENSON & HEDGES GOLD [2625FB8BC420A5EB]";25/5/2020 06:48:00;"Benson & Hedges";"Gold";"filtre";20.00;"Boîte à couvercle supérieur rabattable, bord droit";"-";"100000231718";5/9/2018 09:50:09;5/6/2019 00:00:00;83.00;7.73;898.00;692.00;22.00;35.00;125.00;88.00;10.00;0.90;10.00
"FR";"Produit du tabac";"Cigarette";"BENSON & HEDGES GOLD [2656D56890EBF958]";27/7/2020 15:15:00;"Benson & Hedges";"Gold";"filtre";20.00;"Boîte à couvercle supérieur rabattable, bord droit";"-";"100000286318";28/5/2019 13:16:11;18/3/2020 00:00:00;83.00;7.73;893.00;689.00;22.00;35.00;122.00;87.00;10.00;0.90;10.00
"FR";"Produit du tabac";"Cigarette";"BENSON & HEDGES GOLD [4369F299DA67E253]";25/5/2020 06:48:00;"Benson & Hedges";"Gold";"filtre";20.00;"Boîte à couvercle supérieur rabattable, bord droit";"-";"100000184213";5/9/2018 09:50:09;5/9/2018 00:00:00;83.00;7.73;898.00;692.00;22.00;35.00;125.00;88.00;10.00;0.90;10.00
"FR";"Produit du tabac";"Cigarette";"BENSON & HEDGES GOLD [509B282A98CD2345]";27/7/2020 15:15:00;"Benson & Hedges";"Gold";"filtre";20.00;"Boîte à couvercle supérieur rabattable, bord droit";"-";"100000286568";28/5/2019 13:16:11;18/3/2020 00:00:00;83.00;7.73;893.00;689.00;22.00;35.00;122.00;87.00;10.00;0.90;10.00
"FR";"Produit du tabac";"Cigarette";"BENSON & HEDGES GOLD [692560AF469F37DD]";27/7/2020 15:15:00;"Benson & Hedges";"Gold";"filtre";20.00;"Boîte à couvercle supérieur rabattable, bord droit";"-";"100000226980";28/5/2019 13:16:11;28/5/2019 00:00:00;83.00;7.73;893.00;689.00;22.00;35.00;122.00;87.00;10.00;0.90;10.00
